"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"MARG","Rio de S. Margherita","MARG","2123,2124","MARG",,"12.32277632","45.4343733","-1.33","The church of Santa Margarita, probably founded as early as the ninth century, was restored in 1687 by the architect and painter Giambattista Lambranzi, who had already worked for the church of San Trovaso Eremite.ï¿½In 1810 it was closed and used as a warehouse.ï¿½Intended as a cinema up to fifteen years ago, after a thorough restoration has become Auditorium of the University of Ca 'Foscari.ï¿½The bell tower, a slender time as evidenced by a painting by Gabriele Bella preserved at the Pinacoteca Querini Stampalia, was cut off in 1808 for static reasons.ï¿½It overlooks the river, facing the opposite the church of the Carmine, Ca 'Foscarini, seventeenth-century building is considered one of the most lavish of the time, which housed the famous library of Marco, the Doge in office from 1762 to 1763, and there are many recordings that represent the building, from 1709 to the Coronelli Carlevarijs of 1703, evidence of reputation building.","3114.6","La chiesa di Santa Margarita, fondata probabilmente giï¿½ nel IX secolo, fu ristrutturata nel 1687 ad opera dell'architetto e pittore Giambattista Lambranzi, che giï¿½ aveva operato per la chiesa delle Eremite a San Trovaso. Nel 1810 fu chiusa e adibita a magazzino. Destinata a sala cinematografica fino a quindici anni orsono, dopo un radicale restauro ï¿½ diventata Auditorium dell'Universitï¿½ di ca' Foscari. Il campanile, un tempo slanciato come testimonia anche un quadro di Gabriele Bella conservato alla Pinacoteca Querini Stampalia, fu mozzato nel 1808 per ragioni statiche. Si affaccia sul rio, di fronte all'opposta chiesa dei Carmini, la Ca' Foscarini, edificio secentesco considerato uno degli ambienti piï¿½ fastosi del tempo, che ospitava la celebre biblioteca di Marco, doge in carica dal 1762 al 1763; esistono numerose incisioni che rappresentano il palazzo, dal Coronelli del 1709 al Carlevarijs del 1703, a testimonianza della notorietï¿½ dell'edificio.","Rio de S. Margherita","279.1","18","200.0"
"MEGI","Rio del Megio","MEGI1,MEGI3,MEGI2","2354,2355,2356,2357,2377,2378","MEGI",,"12.32844114","45.44086267","-1.46","The deposits of megio (miles) used to package bread, occupied the building located at the intersection of the river with the Grand Canal.ï¿½Original building, completely renovated inside, the faï¿½ade remains today is facing the Grand Canal, back on the foundation to ensure unloading of goods.ï¿½On the opposite side is the Fondaco of the Turks: the original building was in the form of house-XIII century Byzantine warehouse, with a porch on the ground floor punctuated by ten arches between the two lateral towers.ï¿½In the seventeenth century the Turks was intended to be used as a hotel and warehouse.ï¿½Today it houses the Museum of Natural History.","2324.0","I depositi del megio (miglio), usato per confezionare il pane, occupavano l'edificio posto nel punto d'intersezione del rio col Canal Grande. Dell'originaria costruzione, ristrutturata completamente all'interno, oggi ï¿½ rimasta la facciata rivolta verso Canal Grande, arretrata sulla fondamenta per garantire lo scarico delle merci. Sul lato opposto si trova il Fondaco dei Turchi: l'edificio originario aveva la forma di casa-fondaco bizantina del XIII secolo, con porticato a piano terra ritmato da dieci arcate comprese tra le due torrette laterali. Nel Seicento fu destinato ai turchi per essere utilizzato come albergo e fondaco. Oggi ï¿½ sede del Museo di storia naturale.","Rio del Megio","322.6","15","200.0"
"MARC","Rio de S. Marcuola","MARC2,MARC3,MARC1","2390,2391,2392","MARC",,"12.32947111","45.44338444","-1.38","A document dated April 1069 appointing the brook Hermacore de Sancti Luprio and attests to the ancient presence of the river and the nearby parish church dedicated to Saints Ermagora and Fortunato, whose cult spread to Venice after the discovery of the relics of Grado two martyrs .ï¿½Renewed by Giorgio Massari in the eighteenth century, the church inside Last Supper by Tintoretto, built in 1547.ï¿½A massive fire in the winter of 1789 devastated the district of San Marcuola.ï¿½The event is documented by the painting by Francesco Guardi (The fire S.Marcuola, 1789, detail below) who was an eyewitness.","1144.2","Un documento dell'aprile 1069 nomina il rivo Sancti Hermacore de Luprio e attesta l'antica presenza del rio e della vicina chiesa parrocchiale dedicata ai Santi Ermagora e Fortunato, il cui culto si diffuse a Venezia dopo il ritrovamento a Grado delle reliquie dei due martiri. Rinnovata da Giorgio Massari nel XVIII secolo, la chiesa conserva al suo interno Ultima cena del Tintoretto, realizzata nel 1547. Un violento incendio devastï¿½ nell'inverno 1789 la contrada di San Marcuola. L'evento ï¿½ documentato dal dipinto di Francesco Guardi (L'incendio di San Marcuola, 1789, particolare a destra) che ne fu testimone oculare.","Rio de S. Marcuola","183.7","13","200.0"
"NOAL","Rio de Noal","NOAL3,NOAL1,NOAL2,NOAL4","2038,2045,2398,2399,2401","NOAL",,"12.33294725","45.44233811","-1.67","From the pretty town of Aprilia, located in the hinterland Venetian come from family members or Anovale Noale, residents in the district of Santa Fosca already in the thirteenth century.ï¿½A ruling of the Judges Piovego in 1298 speaks of restoration namesake bridge, which age was again subject to a collapse in 1516, the disastrous fall coinvolgento two monks of the monastery of St. Job.ï¿½Among the notable buildings that face the river of Noale, stands the beautiful Gothic building of Ca 'Donï¿½ Giovanelli, the construction of which is attributed to Filippo Calendario, who hosted the Duke of Urbino, King Frederick IV of Denmark, and in the eighteenth century became the residence Prince Giovanelli.ï¿½The image of Luke Carlevarijs of 1703 (below), lets you see the entrance to the river from the Grand Canal, flanked by the palace Gussoni solid construction of the early Renaissance.","3426.8","Dalla ridente cittadina di Noale, situata nell'immediato entroterra veneto, provengono i membri della famiglia Anovale o Noale, residenti in contrada di Santa Fosca giï¿½ nel XIII secolo. Una sentenza dei Giudici del Piovego del 1298 parla di restauri all'omonimo ponte, che per vetustï¿½ fu nuovamente soggetto ad un crollo nel 1516, coinvolgento nella rovinosa caduta due monaci del convento di San Giobbe. Tra gli edifici di rilievo che fronteggiano il rio di Noale, primeggia il bel edificio gotico di Ca' Donï¿½ Giovanelli, la cui costruzione ï¿½ attribuita a Filippo Calendario, che ospitï¿½ il duca di Urbino, re Federico IV di Danimarca, e nel Settecento divenne dimora del principe Giovanelli. L'immagine di Luca Carlevarijs del 1703 (in basso), lascia vedere l'ingresso al rio dal Canal Grande, affiancato dal palazzo Gussoni solida costruzione dei primi anni del Rinascimento.","Rio de Noal","242.9","12","220.0"
"BRAZ","Rio Brazzo","BRAZ","2029","BRAZ","BRAS","12.33185291","45.44587599","-0.71","Brazzo The family moved to Venice from Tuscany to carry on trade, establishing his residence in the vicinity of the camp of the Moors, in a Gothic building which looks upon the foundations of Sensa (number 3355), on whose wall is set the weapon the house in bas-relief.ï¿½After two centuries of well-being, the family became extinct in the wrong way, because of some violent deaths.ï¿½Among its members, it should be noted that a famous Godfrey, along with other deserving citizens at the time, he founded the school of the Flagellants of San Marco in 1347 and was the first guardian grando.ï¿½He was buried on the island of Sant'Andrea della Certosa, as documented by Emanuele Antonio Stork in his monumental collection of Venetian Inscriptions.At the end of the picturesque Rio de Ca 'Brazzo (or From Brazzo) you can admire the majestic bulk of the Gothic church (photo) of Our Lady of the Garden, founded in 1351 by Marco de Tiberius' Tiberii from Parma, general of the humble.ï¿½In this church are preserved, among other works, two famous paintings by Jacopo Tintoretto: The Adoration of the Golden Calf and the Last Judgment.","578.4","La famiglia Brazzo si trasferï¿½ a Venezia dalla Toscana per esercitare il commercio, stabilendo la propria residenza in prossimitï¿½ del campo dei mori, in un edificio gotico che prospetta sulla fondamenta della Sensa (civico 3355), sul cui muro di cinta ï¿½ incastonata l'arma del casato in bassorilievo. Dopo due secoli di benessere, il casato si estinse in malo modo, a causa di alcune morti violente. Fra i suoi membri va ricordato un celebre Goffredo che, assieme ad altri benemeriti cittadini dell'epoca, fondï¿½ la scuola dei Battuti di San Marco nel 1347 e ne fu il primo guardian grando. Venne sepolto nell'isola di Sant'Andrea della Certosa, come documenta Emanuele Antonio Cicogna nella sua monumentale raccolta delle Inscrizioni Veneziane. Alla fine del pittoresco rio de Ca' Brazzo (o Da Brazzo) si ammira la maestosa mole della chiesa gotica (foto a fianco) della Madonna dell'Orto, fondata nel 1351 da Marco Tiberio de' Tiberii da Parma, generale degli Umiliati. In questa chiesa si custodiscono, fra gli altri capolavori, due celebri tele di Jacopo Tintoretto: l'Adorazione del Vitello d'Oro e il Giudizio Universale.","Rio Brazzo","72.5","40","200.0"
"FUSE","Rio dei Fuseri","FUSE","2461,2462","FUSE",,"12.33548462","45.43469704","-1.44","","871.4","","Rio dei Fuseri","124.7","10","180.0"
"MARN","Rio Marin","MARN","2202,2203,2204","MARN",,"12.3248899","45.43966573","-1.35","The river, whose name recalls Marron Dandolo who dug by hand in the eleventh century, is one of the most picturesque areas of the city, his deeply lined with interesting buildings are as Gradenigo palace of the seventeenth century, the work of Margutti .ï¿½The arc that introduces the courtyard of the palace is surmounted by the coat of arms Gradenigo.ï¿½The faï¿½ade and balcony with quadrifora protruding, is placed to the left corner of the building.ï¿½Front of the building is the church of St. Simon the Prophet, called San Simeon Grando to distinguish it from San Simeon and Judah, who is not far.ï¿½It overlooks the river Capello palace of the seventeenth century, famous for its rich interiors with marble and paintings and his garden, which is mentioned in the novel by Gabriele d'Annunzio Fire.","2684.8","Il rio, il cui nome ricorda Marron Dandolo che lo fece scavare a mano nell'XI secolo, ï¿½ uno dei piï¿½ caratteristici e pittoreschi della cittï¿½; le sue fondamente sono fiancheggiate da interessanti costruzioni come palazzo Gradenigo del XVII secolo, opera dell'architetto Margutti. L'arco che introduce nel cortile del palazzo ï¿½ sormontato dallo stemma Gradenigo. La facciata, con quadrifora e poggiolo sporgente, ï¿½ posta verso l'angolo sinistro dell'edificio. Di fronte al palazzo sorge la chiesa di San Simone Profeta, detta San Simeon Grando per distinguerla da San Simeone e Giuda che si trova poco distante. Si affaccia al rio palazzo Capello, del XVII secolo, famoso per i suoi interni ricchi di marmi e dipinti e per il suo giardino, menzionato da Gabriele d'Annunzio nel romanzo Il fuoco.","Rio Marin","331.6","30","200.0"
"CREA","Rio de la Crea","CREA1,CREA2,CREA3","2436,2437,2438,2439,2443,2444","CREA",,"12.31970787","45.4427446","-1.24","The clay deposits (Fri. creates), the raw material for the production of bricks in the various furnaces that once existed in the area, gave the name to this peripheral rio wedged at the west of the Cannaregio district and that once put in the communication channel of the same name [above, n card.ï¿½24] with the bag of Saint Lucia, where in 1846 was created the 'bridgehead' of the railway lagoon.ï¿½Although altered from its original proportions, as you can see in the photo on the right and in the view of Jacopo de 'Barbari reproduced on p.ï¿½44, a couple of years ago was finally reopened the last stretch of the river that debouched in the Cannaregio Canal, which had been buried in 1835.","4726.4","I depositi di argilla (ven. crea), materia prima destinata alla produzione di laterizi nelle varie fornaci un tempo esistenti nella zona, diedero il nome a questo periferico rio che s'incunea nell'estremitï¿½ occidentale del sestiere di Cannaregio e che un tempo metteva in comunicazione l'omonimo canale [supra, scheda n. 24] con la sacca di Santa Lucia, dove nel 1846 venne creata la 'testa di ponte' della strada ferrata translagunare. Benchï¿½ alterato rispetto alle sue proporzioni originarie, come si puï¿½ notare nella fotografia a fianco e nella veduta di Jacopo de' Barbari riprodotta a p. 44 , un paio d'anni or sono ï¿½ stato finalmente riaperto l'ultimo tratto del rio che sboccava nel canale di Cannaregio, che era stato interrato nel 1835.","Rio de la Crea","570.1","28","200.0"
"BIAG","Rio de San Biagio","BIAG2,BIAG1","3006,3007","BIAG",,"12.31936455","45.42625678",,"","4544.0","","Rio de San Biagio","353.3","22",
"ZECC","Rio dei Zecchini","ZECC","2027","ZECC",,"12.3302865","45.44735129","-1.28","Palazzo Zecchini, fifteenth-century building that overlooks Rio, has an interesting Gothic portal and a facade of the late sixteenth century, following the marriage contract in 1635 between Valeria and Benigno Benzi Zecchini, became palace-Benzi Zecchini.ï¿½For a long stretch overlooking the canal part of the late-fourteenth-century convent of Sant 'Alvise, properties of the Canossian Sisters (pictured below).ï¿½The stream of Zecchini bordered to the south by the river and north of Sant'Alvise flows into the channel of Fondamente nine, it is not crossed by any bridges.","1926.4","Palazzo Zecchini, edificio quattrocentesco che prospetta sul rio, conserva un interessante portale gotico e una facciata del tardo Cinquecento; in seguito al matrimonio contratto nel 1635 tra Valeria Zecchini e Benigno Benzi, divenne palazzo Benzi-Zecchini. Per un lungo tratto si affaccia sul canale una parte del tardo-trecentesco convento di Sant'Alvise, proprietï¿½ delle suore Canossiane (foto in basso). Il rio dei Zecchini confina a sud con il rio di Sant'Alvise e a nord sfocia nel canale delle Fondamente nove; non ï¿½ attraversato da alcun ponte.","Rio dei Zecchini","155.1","14","200.0"
